"ENTITY_CD","ENTITY_NAME","YEAR","SUBJECT","NO_NYSTP","NYSESLAT_NO_NYSTP"
"321200010316","KNOWLEDGE AND POWER PREPARATORY ACADEMY III",2014,"Grade 6 ELA",2,2
"321200010316","KNOWLEDGE AND POWER PREPARATORY ACADEMY III",2014,"Grade 8 ELA",1,1
"321200010318","IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",2014,"Grade 7 ELA",5,5
"321200010318","IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",2014,"Grade 8 ELA",2,2
"321200010318","IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",2014,"Grade 6 ELA",2,2
"321200010372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION",2014,"Grade 6 ELA",1,1
"321200010372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION",2014,"Grade 8 ELA",4,3
"321200010383","EMOLIOR ACADEMY",2014,"Grade 6 ELA",2,2
"321200010383","EMOLIOR ACADEMY",2014,"Grade 7 ELA",1,1
"321200010383","EMOLIOR ACADEMY",2014,"Grade 8 ELA",2,2
"321200010384","ENTRADA ACADEMY",2014,"Grade 6 ELA",5,5
"321200010384","ENTRADA ACADEMY",2014,"Grade 7 ELA",4,4
"321200010384","ENTRADA ACADEMY",2014,"Grade 8 ELA",5,5
"321200010463","URBAN SCHOLARS COMMUNITY SCHOOL",2014,"Grade 3 ELA",1,1
"321200010463","URBAN SCHOLARS COMMUNITY SCHOOL",2014,"Grade 4 ELA",1,1
"321200010531","ARCHER ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"321200010531","ARCHER ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"321200010536","PS 536",2014,"Grade 4 ELA",2,2
"321200010536","PS 536",2014,"Grade 3 ELA",1,1
"321200011271","EAST BRONX ACADEMY FOR THE FUTURE",2014,"Grade 6 ELA",2,2
"321200011271","EAST BRONX ACADEMY FOR THE FUTURE",2014,"Grade 8 ELA",1,1
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13",2014,"Grade 3 ELA",9,8
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13",2014,"Grade 4 ELA",13,11
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13",2014,"Grade 5 ELA",5,5
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13",2014,"Grade 6 ELA",6,5
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13",2014,"Grade 7 ELA",7,7
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13",2014,"Grade 8 ELA",9,9
"331300010003","PS 3 THE BEDFORD VILLAGE",2014,"Grade 4 ELA",2,1
"331300010003","PS 3 THE BEDFORD VILLAGE",2014,"Grade 5 ELA",1,1
"331300010008","PS 8 ROBERT FULTON",2014,"Grade 4 ELA",1,1
"331300010008","PS 8 ROBERT FULTON",2014,"Grade 3 ELA",1,1
"331300010009","PS 9 TEUNIS G BERGEN",2014,"Grade 4 ELA",1,1
"331300010011","PS 11 PURVIS J BEHAN",2014,"Grade 3 ELA",1,1
"331300010046","PS 46 EDWARD C BLUM",2014,"Grade 3 ELA",1,1
"331300010046","PS 46 EDWARD C BLUM",2014,"Grade 5 ELA",1,1
"331300010054","PS 54 SAMUEL C BARNES",2014,"Grade 4 ELA",2,2
"331300010056","PS 56 LEWIS H LATIMER",2014,"Grade 3 ELA",1,1
"331300010067","PS 67 CHARLES A DORSEY",2014,"Grade 5 ELA",1,1
"331300010067","PS 67 CHARLES A DORSEY",2014,"Grade 3 ELA",1,0
"331300010067","PS 67 CHARLES A DORSEY",2014,"Grade 4 ELA",1,1
"331300010093","PS 93 WILLIAM H PRESCOTT",2014,"Grade 5 ELA",2,2
"331300010093","PS 93 WILLIAM H PRESCOTT",2014,"Grade 3 ELA",1,1
"331300010093","PS 93 WILLIAM H PRESCOTT",2014,"Grade 4 ELA",1,1
"331300010113","MS 113 RONALD EDMONDS LEARNING CENTER",2014,"Grade 6 ELA",1,0
"331300010265","DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS",2014,"Grade 6 ELA",1,1
"331300010266","MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"331300010270","PS 270 JOHANN DEKALB",2014,"Grade 4 ELA",2,1
"331300010282","PS 282 PARK SLOPE",2014,"Grade 3 ELA",1,1
"331300010282","PS 282 PARK SLOPE",2014,"Grade 8 ELA",1,1
"331300010287","PS 287 BAILEY K ASHFORD",2014,"Grade 4 ELA",1,1
"331300010301","SATELLITE EAST MIDDLE SCHOOL",2014,"Grade 8 ELA",3,3
"331300010301","SATELLITE EAST MIDDLE SCHOOL",2014,"Grade 6 ELA",2,2
"331300010301","SATELLITE EAST MIDDLE SCHOOL",2014,"Grade 7 ELA",2,2
"331300010305","PS 305 DR PETER RAY",2014,"Grade 4 ELA",2,2
"331300010305","PS 305 DR PETER RAY",2014,"Grade 3 ELA",2,2
"331300010313","SATELLITE WEST MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"331300010351","URBAN ASSEMBLY UNISON SCHOOL (THE)",2014,"Grade 6 ELA",1,1
"331300010351","URBAN ASSEMBLY UNISON SCHOOL (THE)",2014,"Grade 7 ELA",2,2
"331300010596","MS 596 PEACE ACADEMY",2014,"Grade 6 ELA",1,1
"331300010596","MS 596 PEACE ACADEMY",2014,"Grade 7 ELA",1,1
"331300010596","MS 596 PEACE ACADEMY",2014,"Grade 8 ELA",2,2
"331300010691","FORT GREEN PREPARATORY ACADEMY",2014,"Grade 7 ELA",2,2
"331300010691","FORT GREEN PREPARATORY ACADEMY",2014,"Grade 8 ELA",1,1
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14",2014,"Grade 4 ELA",8,8
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14",2014,"Grade 8 ELA",12,12
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14",2014,"Grade 7 ELA",17,16
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14",2014,"Grade 5 ELA",8,8
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14",2014,"Grade 3 ELA",14,14
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14",2014,"Grade 6 ELA",6,6
"331400010017","PS 17 HENRY D WOODWORTH",2014,"Grade 3 ELA",1,1
"331400010017","PS 17 HENRY D WOODWORTH",2014,"Grade 4 ELA",1,1
"331400010019","PS 19 ROBERTO CLEMENTE",2014,"Grade 4 ELA",2,2
"331400010019","PS 19 ROBERTO CLEMENTE",2014,"Grade 5 ELA",1,1
"331400010023","PS 23 CARTER G WOODSON",2014,"Grade 3 ELA",1,1
"331400010031","PS 31 SAMUEL F DUPONT",2014,"Grade 3 ELA",1,1
"331400010034","PS 34 OLIVER H PERRY",2014,"Grade 3 ELA",1,1
"331400010050","JHS 50 JOHN D WELLS",2014,"Grade 6 ELA",2,2
"331400010050","JHS 50 JOHN D WELLS",2014,"Grade 8 ELA",6,6
"331400010050","JHS 50 JOHN D WELLS",2014,"Grade 7 ELA",7,7
"331400010059","PS 59 WILLIAM FLOYD",2014,"Grade 4 ELA",1,1
"331400010084","PS 84 JOSE DE DIEGO",2014,"Grade 3 ELA",1,1
"331400010084","PS 84 JOSE DE DIEGO",2014,"Grade 5 ELA",2,2
"331400010120","PS 120 CARLOS TAPIA",2014,"Grade 3 ELA",1,1
"331400010120","PS 120 CARLOS TAPIA",2014,"Grade 4 ELA",1,1
"331400010126","JOHN ERICSSON MIDDLE SCHOOL 126",2014,"Grade 7 ELA",2,2
"331400010126","JOHN ERICSSON MIDDLE SCHOOL 126",2014,"Grade 8 ELA",2,2
"331400010132","PS 132 THE CONSELYEA SCHOOL",2014,"Grade 5 ELA",1,1
"331400010157","PS 157 BENJAMIN FRANKLIN",2014,"Grade 6 ELA",1,1
"331400010157","PS 157 BENJAMIN FRANKLIN",2014,"Grade 8 ELA",1,1
"331400010157","PS 157 BENJAMIN FRANKLIN",2014,"Grade 5 ELA",1,1
"331400010196","PS 196 TEN EYCK",2014,"Grade 5 ELA",1,1
"331400010196","PS 196 TEN EYCK",2014,"Grade 4 ELA",1,1
"331400010250","PS 250 GEORGE H LINDSEY",2014,"Grade 3 ELA",2,2
"331400010250","PS 250 GEORGE H LINDSEY",2014,"Grade 4 ELA",2,2
"331400010250","PS 250 GEORGE H LINDSEY",2014,"Grade 5 ELA",1,1
"331400010257","PS 257 JOHN F HYLAN",2014,"Grade 3 ELA",2,2
"331400010257","PS 257 JOHN F HYLAN",2014,"Grade 5 ELA",1,1
"331400010318","IS 318 EUGENO MARIA DE HOSTOS",2014,"Grade 6 ELA",1,1
"331400010318","IS 318 EUGENO MARIA DE HOSTOS",2014,"Grade 7 ELA",1,1
"331400010380","PS 380 JOHN WAYNE ELEMENTARY",2014,"Grade 3 ELA",1,1
"331400010414","BROOKLYN ARBOR ELEMENTARY SCHOOL",2014,"Grade 3 ELA",2,2
"331400010577","CONSELYEA PREPARATORY SCHOOL",2014,"Grade 7 ELA",1,1
"331400010582","MS 582",2014,"Grade 7 ELA",3,3
"331400010582","MS 582",2014,"Grade 8 ELA",2,2
"331400011071","JUAN MOREL CAMPOS SECONDARY SCHOOL",2014,"Grade 6 ELA",1,1
"331400011071","JUAN MOREL CAMPOS SECONDARY SCHOOL",2014,"Grade 7 ELA",2,2
"331400011071","JUAN MOREL CAMPOS SECONDARY SCHOOL",2014,"Grade 8 ELA",1,1
"331400011330","URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMENT (THE)",2014,"Grade 6 ELA",1,1
"331400011586","LYONS COMMUNITY SCHOOL",2014,"Grade 7 ELA",1,0
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15",2014,"Grade 6 ELA",20,20
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15",2014,"Grade 7 ELA",17,17
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15",2014,"Grade 5 ELA",35,34
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15",2014,"Grade 4 ELA",46,46
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15",2014,"Grade 3 ELA",59,58
"331500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #15",2014,"Grade 8 ELA",18,18
"331500010001","PS 1 THE BERGEN",2014,"Grade 3 ELA",6,6
"331500010001","PS 1 THE BERGEN",2014,"Grade 4 ELA",1,1
"331500010001","PS 1 THE BERGEN",2014,"Grade 5 ELA",5,5
"331500010015","PS 15 PATRICK F DALY",2014,"Grade 4 ELA",1,1
"331500010015","PS 15 PATRICK F DALY",2014,"Grade 5 ELA",1,1
"331500010024","PS 24",2014,"Grade 3 ELA",5,5
"331500010024","PS 24",2014,"Grade 4 ELA",3,3
"331500010024","PS 24",2014,"Grade 5 ELA",3,3
"331500010029","PS 29 JOHN M HARRIGAN",2014,"Grade 4 ELA",1,1
"331500010038","PS 38 THE PACIFIC",2014,"Grade 5 ELA",1,1
"331500010039","PS 39 HENRY BRISTOW",2014,"Grade 3 ELA",1,1
"331500010058","PS 58 THE CARROLL",2014,"Grade 3 ELA",2,2
"331500010058","PS 58 THE CARROLL",2014,"Grade 4 ELA",1,1
"331500010058","PS 58 THE CARROLL",2014,"Grade 5 ELA",2,2
"331500010088","JHS 88 PETER ROUGET",2014,"Grade 6 ELA",4,4
"331500010088","JHS 88 PETER ROUGET",2014,"Grade 7 ELA",4,4
"331500010088","JHS 88 PETER ROUGET",2014,"Grade 8 ELA",4,4
"331500010094","PS 94 THE HENRY LONGFELLOW",2014,"Grade 3 ELA",15,14
"331500010094","PS 94 THE HENRY LONGFELLOW",2014,"Grade 4 ELA",10,10
"331500010094","PS 94 THE HENRY LONGFELLOW",2014,"Grade 5 ELA",8,8
"331500010124","PS 124 SILAS B DUTCHER",2014,"Grade 4 ELA",1,1
"331500010124","PS 124 SILAS B DUTCHER",2014,"Grade 3 ELA",2,2
"331500010130","PS 130 THE PARKSIDE",2014,"Grade 5 ELA",1,1
"331500010131","PS 131",2014,"Grade 4 ELA",8,8
"331500010131","PS 131",2014,"Grade 5 ELA",2,2
"331500010131","PS 131",2014,"Grade 3 ELA",6,6
"331500010136","IS 136 CHARLES O DEWEY",2014,"Grade 6 ELA",7,7
"331500010136","IS 136 CHARLES O DEWEY",2014,"Grade 7 ELA",10,10
"331500010136","IS 136 CHARLES O DEWEY",2014,"Grade 8 ELA",10,10
"331500010154","WINDSOR TERRACE SCHOOL (THE)",2014,"Grade 5 ELA",1,1
"331500010169","PS 169 SUNSET PARK",2014,"Grade 3 ELA",14,14
"331500010169","PS 169 SUNSET PARK",2014,"Grade 4 ELA",11,11
"331500010169","PS 169 SUNSET PARK",2014,"Grade 5 ELA",4,4
"331500010172","PS 172 BEACON SCHOOL OF EXCELLENCE",2014,"Grade 3 ELA",1,1
"331500010172","PS 172 BEACON SCHOOL OF EXCELLENCE",2014,"Grade 5 ELA",1,1
"331500010230","PS 230 DORIS L COHEN",2014,"Grade 4 ELA",3,3
"331500010230","PS 230 DORIS L COHEN",2014,"Grade 5 ELA",3,3
"331500010230","PS 230 DORIS L COHEN",2014,"Grade 3 ELA",4,4
"331500010261","PS 261 PHILIP LIVINGSTON",2014,"Grade 4 ELA",3,3
"331500010261","PS 261 PHILIP LIVINGSTON",2014,"Grade 5 ELA",1,0
"331500010295","PS 295",2014,"Grade 3 ELA",1,1
"331500010295","PS 295",2014,"Grade 4 ELA",1,1
"331500010295","PS 295",2014,"Grade 5 ELA",1,1
"331500010321","PS 321 WILLIAM PENN",2014,"Grade 3 ELA",2,2
"331500010321","PS 321 WILLIAM PENN",2014,"Grade 4 ELA",2,2
"331500010321","PS 321 WILLIAM PENN",2014,"Grade 5 ELA",1,1
"331500010442","CARROLL GARDENS SCHOOL FOR INNOVATION",2014,"Grade 6 ELA",4,4
"331500010442","CARROLL GARDENS SCHOOL FOR INNOVATION",2014,"Grade 8 ELA",1,1
"331500010447","MATH AND SCIENCE EXPLORATORY SCHOOL (THE)",2014,"Grade 8 ELA",1,1
"331500010447","MATH AND SCIENCE EXPLORATORY SCHOOL (THE)",2014,"Grade 6 ELA",2,2
"331500010448","BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES",2014,"Grade 6 ELA",1,1
"331500010821","SUNSET PARK PREP",2014,"Grade 7 ELA",1,1
"331500010821","SUNSET PARK PREP",2014,"Grade 8 ELA",2,2
"331500011429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",2014,"Grade 6 ELA",1,1
"331500011464","PARK SLOPE COLLEGIATE",2014,"Grade 7 ELA",1,1
"331500011497","SCHOOL FOR INTERNATIONAL STUDIES",2014,"Grade 6 ELA",1,1
"331500011497","SCHOOL FOR INTERNATIONAL STUDIES",2014,"Grade 7 ELA",1,1
"331600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #16",2014,"Grade 3 ELA",5,4
"331600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #16",2014,"Grade 8 ELA",5,4
"331600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #16",2014,"Grade 7 ELA",5,5
"331600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #16",2014,"Grade 4 ELA",5,5
"331600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #16",2014,"Grade 5 ELA",6,6
"331600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #16",2014,"Grade 6 ELA",7,6
"331600010005","PS 5 DR RONALD MCNAIR",2014,"Grade 4 ELA",1,1
"331600010005","PS 5 DR RONALD MCNAIR",2014,"Grade 5 ELA",2,2
"331600010026","PS 26 JESSE OWENS",2014,"Grade 4 ELA",1,1
"331600010028","PS 28 THE WARREN PREP ACADEMY",2014,"Grade 5 ELA",2,2
"331600010035","MS 35 STEPHEN DECATUR",2014,"Grade 7 ELA",1,1
"331600010040","PS 40 GEORGE W CARVER",2014,"Grade 3 ELA",1,1
"331600010040","PS 40 GEORGE W CARVER",2014,"Grade 4 ELA",1,1
"331600010057","JHS 57 WHITELAW REID",2014,"Grade 6 ELA",1,0
"331600010057","JHS 57 WHITELAW REID",2014,"Grade 8 ELA",1,0
"331600010081","PS 81 THADDEUS STEVENS",2014,"Grade 5 ELA",1,1
"331600010243","PS 243 THE WEEKSVILLE SCHOOL",2014,"Grade 3 ELA",1,1
"331600010243","PS 243 THE WEEKSVILLE SCHOOL",2014,"Grade 4 ELA",1,1
"331600010243","PS 243 THE WEEKSVILLE SCHOOL",2014,"Grade 5 ELA",1,1
"331600010262","PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"331600010262","PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL",2014,"Grade 6 ELA",1,1
"331600010267","MS 267 MATH, SCIENCE & TECHNOLOGY",2014,"Grade 6 ELA",2,2
"331600010267","MS 267 MATH, SCIENCE & TECHNOLOGY",2014,"Grade 7 ELA",1,1
"331600010267","MS 267 MATH, SCIENCE & TECHNOLOGY",2014,"Grade 8 ELA",1,1
"331600010309","PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY",2014,"Grade 3 ELA",1,1
"331600010534","UPPER SCHOOL AT PS 25",2014,"Grade 8 ELA",2,2
"331600010534","UPPER SCHOOL AT PS 25",2014,"Grade 7 ELA",2,2
"331600010534","UPPER SCHOOL AT PS 25",2014,"Grade 6 ELA",1,1
"331600010584","MS 584",2014,"Grade 6 ELA",1,1
"331600010584","MS 584",2014,"Grade 7 ELA",1,1
"331600010584","MS 584",2014,"Grade 8 ELA",1,1
"331600010627","BRIGHTER CHOICE COMMUNITY SCHOOL",2014,"Grade 3 ELA",1,1
"331600010636","YOUNG SCHOLARS ACADEMY FOR DISCOVERY AND EXPLORATION",2014,"Grade 3 ELA",1,0
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"Grade 7 ELA",22,22
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"Grade 8 ELA",20,20
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"Grade 6 ELA",19,19
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"Grade 5 ELA",19,18
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"Grade 4 ELA",19,19
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2014,"Grade 3 ELA",19,19
"331700010002","PARKSIDE PREPARATORY ACADEMY",2014,"Grade 8 ELA",1,1
"331700010002","PARKSIDE PREPARATORY ACADEMY",2014,"Grade 7 ELA",2,2
"331700010006","PS 6",2014,"Grade 3 ELA",1,1
"331700010006","PS 6",2014,"Grade 4 ELA",1,1
"331700010006","PS 6",2014,"Grade 5 ELA",5,5
"331700010061","MS 61 GLADSTONE H ATWELL",2014,"Grade 6 ELA",5,5
"331700010061","MS 61 GLADSTONE H ATWELL",2014,"Grade 7 ELA",4,4
"331700010061","MS 61 GLADSTONE H ATWELL",2014,"Grade 8 ELA",3,3
"331700010091","PS 91 THE ALBANY AVENUE SCHOOL",2014,"Grade 5 ELA",2,2
"331700010091","PS 91 THE ALBANY AVENUE SCHOOL",2014,"Grade 3 ELA",1,1
"331700010091","PS 91 THE ALBANY AVENUE SCHOOL",2014,"Grade 4 ELA",4,4
"331700010092","PS 92 ADRIAN HEGEMAN",2014,"Grade 5 ELA",1,1
"331700010092","PS 92 ADRIAN HEGEMAN",2014,"Grade 3 ELA",1,1
"331700010138","PS 138",2014,"Grade 7 ELA",1,1
"331700010161","PS 161 THE CROWN",2014,"Grade 3 ELA",3,3
"331700010161","PS 161 THE CROWN",2014,"Grade 4 ELA",1,1
"331700010161","PS 161 THE CROWN",2014,"Grade 5 ELA",1,1
"331700010181","PS 181",2014,"Grade 3 ELA",1,1
"331700010181","PS 181",2014,"Grade 4 ELA",3,3
"331700010181","PS 181",2014,"Grade 7 ELA",1,1
"331700010189","PS 189 LINCOLN TERRACE",2014,"Grade 5 ELA",4,4
"331700010189","PS 189 LINCOLN TERRACE",2014,"Grade 6 ELA",1,1
"331700010189","PS 189 LINCOLN TERRACE",2014,"Grade 4 ELA",4,4
"331700010189","PS 189 LINCOLN TERRACE",2014,"Grade 3 ELA",2,2
"331700010189","PS 189 LINCOLN TERRACE",2014,"Grade 7 ELA",1,1
"331700010191","PS 191 PAUL ROBESON",2014,"Grade 3 ELA",1,1
"331700010221","PS 221 TOUSSAINT L'OUVERTURE",2014,"Grade 4 ELA",1,1
"331700010241","PS 241 EMMA L JOHNSTON",2014,"Grade 3 ELA",3,3
"331700010241","PS 241 EMMA L JOHNSTON",2014,"Grade 4 ELA",3,3
"331700010241","PS 241 EMMA L JOHNSTON",2014,"Grade 5 ELA",1,1
"331700010246","MS 246 WALT WHITMAN",2014,"Grade 6 ELA",6,6
"331700010246","MS 246 WALT WHITMAN",2014,"Grade 7 ELA",7,7
"331700010246","MS 246 WALT WHITMAN",2014,"Grade 8 ELA",6,6
"331700010289","PS 289 GEORGE V BROWER",2014,"Grade 5 ELA",2,2
"331700010289","PS 289 GEORGE V BROWER",2014,"Grade 4 ELA",1,1
"331700010316","PS 316 ELIJAH STROUD",2014,"Grade 3 ELA",1,1
"331700010334","MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE",2014,"Grade 6 ELA",1,1
"331700010334","MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE",2014,"Grade 7 ELA",1,1
"331700010352","EBBETS FIELD MIDDLE SCHOOL",2014,"Grade 6 ELA",2,2
"331700010352","EBBETS FIELD MIDDLE SCHOOL",2014,"Grade 7 ELA",2,2
"331700010352","EBBETS FIELD MIDDLE SCHOOL",2014,"Grade 8 ELA",3,3
"331700010353","ELIJAH STROUD MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"331700010354","SCHOOL OF INTEGRATED LEARNING (THE)",2014,"Grade 6 ELA",1,1
"331700010354","SCHOOL OF INTEGRATED LEARNING (THE)",2014,"Grade 8 ELA",2,2
"331700010375","PS 375 JACKIE ROBINSON SCHOOL",2014,"Grade 3 ELA",1,1
"331700010375","PS 375 JACKIE ROBINSON SCHOOL",2014,"Grade 4 ELA",1,1
"331700010397","PS 397 FOSTER-LAURIE",2014,"Grade 3 ELA",1,1
"331700010397","PS 397 FOSTER-LAURIE",2014,"Grade 5 ELA",1,1
"331700010398","PS 398 WALTER WEAVER",2014,"Grade 5 ELA",1,0
"331700010399","PS 399 STANLEY EUGENE CLARKE",2014,"Grade 3 ELA",1,1
"331700010399","PS 399 STANLEY EUGENE CLARKE",2014,"Grade 5 ELA",1,1
"331700010484","RONALD EDMONDS LEARNING CTR II",2014,"Grade 6 ELA",1,1
"331700010484","RONALD EDMONDS LEARNING CTR II",2014,"Grade 7 ELA",1,1
"331700010484","RONALD EDMONDS LEARNING CTR II",2014,"Grade 8 ELA",1,1
"331700010587","MIDDLE SCHOOL FOR THE ARTS",2014,"Grade 8 ELA",1,1
"331700010705","BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL",2014,"Grade 3 ELA",2,2
"331700010722","NEW HEIGHTS MIDDLE SCHOOL",2014,"Grade 6 ELA",2,2
"331700010722","NEW HEIGHTS MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"331700011382","ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH",2014,"Grade 8 ELA",2,2
"331700011533","SCHOOL FOR DEMOCRACY AND LEADERSHIP",2014,"Grade 7 ELA",1,1
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"Grade 3 ELA",10,10
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"Grade 4 ELA",13,13
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"Grade 5 ELA",9,9
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"Grade 6 ELA",5,5
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"Grade 7 ELA",14,14
"331800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #18",2014,"Grade 8 ELA",13,13
"331800010068","IS 68 ISAAC BILDERSEE",2014,"Grade 6 ELA",4,4
"331800010068","IS 68 ISAAC BILDERSEE",2014,"Grade 7 ELA",6,6
"331800010068","IS 68 ISAAC BILDERSEE",2014,"Grade 8 ELA",8,8
"331800010114","PS 114 RYDER ELEMENTARY",2014,"Grade 5 ELA",2,2
"331800010114","PS 114 RYDER ELEMENTARY",2014,"Grade 3 ELA",2,2
"331800010115","PS 115 DANIEL MUCATEL SCHOOL",2014,"Grade 3 ELA",1,1
"331800010115","PS 115 DANIEL MUCATEL SCHOOL",2014,"Grade 4 ELA",2,2
"331800010135","PS 135 SHELDON A BROOKNER",2014,"Grade 4 ELA",1,1
"331800010208","PS 208 ELSA EBELING",2014,"Grade 4 ELA",2,2
"331800010211","IS 211 JOHN WILSON",2014,"Grade 7 ELA",3,3
"331800010211","IS 211 JOHN WILSON",2014,"Grade 8 ELA",4,4
"331800010219","PS 219 KENNEDY-KING",2014,"Grade 3 ELA",1,1
"331800010219","PS 219 KENNEDY-KING",2014,"Grade 5 ELA",2,2
"331800010235","PS 235 LENOX SCHOOL",2014,"Grade 4 ELA",1,1
"331800010268","PS 268 EMMA LAZARUS",2014,"Grade 5 ELA",1,1
"331800010268","PS 268 EMMA LAZARUS",2014,"Grade 3 ELA",3,3
"331800010268","PS 268 EMMA LAZARUS",2014,"Grade 4 ELA",3,3
"331800010272","PS 272 CURTIS ESTABROOK",2014,"Grade 3 ELA",1,1
"331800010272","PS 272 CURTIS ESTABROOK",2014,"Grade 4 ELA",2,2
"331800010276","PS 276 LOUIS MARSHALL",2014,"Grade 3 ELA",2,2
"331800010276","PS 276 LOUIS MARSHALL",2014,"Grade 4 ELA",1,1
"331800010276","PS 276 LOUIS MARSHALL",2014,"Grade 5 ELA",4,4
"331800010279","PS 279 HERMAN SCHREIBER",2014,"Grade 4 ELA",1,1
"331800010581","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL",2014,"Grade 6 ELA",1,1
"331800010581","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL",2014,"Grade 7 ELA",1,1
"331800010588","MIDDLE SCHOOL FOR ART AND PHILOSPHY",2014,"Grade 7 ELA",1,1
"331800010588","MIDDLE SCHOOL FOR ART AND PHILOSPHY",2014,"Grade 8 ELA",1,1
"331800010598","MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES",2014,"Grade 7 ELA",3,3
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"Grade 3 ELA",33,31
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"Grade 8 ELA",36,36
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"Grade 7 ELA",28,26
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"Grade 6 ELA",32,31
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"Grade 4 ELA",25,25
"331900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #19",2014,"Grade 5 ELA",38,35
"331900010007","PS 7 ABRAHAM LINCOLN",2014,"Grade 4 ELA",2,2
"331900010007","PS 7 ABRAHAM LINCOLN",2014,"Grade 5 ELA",5,5
"331900010013","PS 13 ROBERTO CLEMENTE",2014,"Grade 5 ELA",2,1
"331900010065","PS 65",2014,"Grade 3 ELA",3,3
"331900010065","PS 65",2014,"Grade 4 ELA",3,3
"331900010065","PS 65",2014,"Grade 5 ELA",3,3
