"ENTITY_CD","ENTITY_NAME","YEAR","SUBJECT","NO_NYSTP","NYSESLAT_NO_NYSTP"
"530600010026","VAN CORLAER SCHOOL",2013,"Grade 5 ELA",1,1
"530600010030","WILLIAM C KEANE ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"530600010030","WILLIAM C KEANE ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"530600010030","WILLIAM C KEANE ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"530600010030","WILLIAM C KEANE ELEMENTARY SCHOOL",2013,"Grade 6 ELA",1,1
"530600010034","CENTRAL PARK INTERNATIONAL MAGNET SCHOOL",2013,"Grade 5 ELA",1,1
"530600010034","CENTRAL PARK INTERNATIONAL MAGNET SCHOOL",2013,"Grade 6 ELA",,1
"571000010000","CORNING CITY SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"571000010000","CORNING CITY SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"571000010000","CORNING CITY SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"571000010000","CORNING CITY SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"571000010000","CORNING CITY SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"571000010005","ERWIN VALLEY ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"571000010005","ERWIN VALLEY ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"571000010014","NORTHSIDE BLODGETT MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"571000010014","NORTHSIDE BLODGETT MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"571000010015","CORNING FREE ACADEMY MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580101030000","BABYLON UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580101030001","BABYLON MEMORIAL GRADE SCHOOL",2013,"Grade 5 ELA",1,1
"580102030000","WEST BABYLON UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",3,3
"580102030000","WEST BABYLON UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580102030004","SANTAPOGUE SCHOOL",2013,"Grade 4 ELA",1,1
"580102030004","SANTAPOGUE SCHOOL",2013,"Grade 5 ELA",1,1
"580102030006","TOOKER AVENUE SCHOOL",2013,"Grade 4 ELA",2,2
"580103030000","NORTH BABYLON UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"580103030000","NORTH BABYLON UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"580103030000","NORTH BABYLON UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"580103030001","BELMONT ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580103030002","ROBERT MOSES MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"580103030009","MARION G VEDDER ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",3,3
"580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",3,3
"580104030001","ALBANY AVENUE SCHOOL",2013,"Grade 5 ELA",1,1
"580104030008","WILLIAM RALL SCHOOL",2013,"Grade 3 ELA",1,1
"580104030008","WILLIAM RALL SCHOOL",2013,"Grade 5 ELA",1,1
"580104030011","LINDENHURST MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"580104030011","LINDENHURST MIDDLE SCHOOL",2013,"Grade 7 ELA",3,3
"580104030011","LINDENHURST MIDDLE SCHOOL",2013,"Grade 8 ELA",3,3
"580105030000","COPIAGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",5,5
"580105030000","COPIAGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",8,8
"580105030000","COPIAGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",6,6
"580105030000","COPIAGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",11,11
"580105030000","COPIAGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",9,9
"580105030000","COPIAGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",8,8
"580105030001","DEAUVILLE GARDENS EAST ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"580105030002","GREAT NECK ROAD ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"580105030002","GREAT NECK ROAD ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580105030002","GREAT NECK ROAD ELEMENTARY SCHOOL",2013,"Grade 5 ELA",2,2
"580105030004","SUSAN E WILEY SCHOOL",2013,"Grade 3 ELA",1,1
"580105030004","SUSAN E WILEY SCHOOL",2013,"Grade 4 ELA",6,6
"580105030004","SUSAN E WILEY SCHOOL",2013,"Grade 5 ELA",4,4
"580105030006","COPIAGUE MIDDLE SCHOOL",2013,"Grade 6 ELA",11,11
"580105030006","COPIAGUE MIDDLE SCHOOL",2013,"Grade 7 ELA",9,9
"580105030006","COPIAGUE MIDDLE SCHOOL",2013,"Grade 8 ELA",8,8
"580105030007","DEAUVILLE GARDENS WEST ELEMENTARY SCHOOL",2013,"Grade 3 ELA",2,2
"580105030007","DEAUVILLE GARDENS WEST ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580106030000","AMITYVILLE UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",3,3
"580106030000","AMITYVILLE UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",5,5
"580106030000","AMITYVILLE UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",3,3
"580106030000","AMITYVILLE UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",4,4
"580106030000","AMITYVILLE UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",3,3
"580106030003","PARK AVENUE SCHOOL",2013,"Grade 4 ELA",3,3
"580106030003","PARK AVENUE SCHOOL",2013,"Grade 5 ELA",5,5
"580106030003","PARK AVENUE SCHOOL",2013,"Grade 6 ELA",3,3
"580106030004","EDMUND W MILES MIDDLE SCHOOL",2013,"Grade 7 ELA",4,4
"580106030004","EDMUND W MILES MIDDLE SCHOOL",2013,"Grade 8 ELA",3,3
"580107030000","DEER PARK UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"580107030000","DEER PARK UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",4,4
"580107030000","DEER PARK UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"580107030000","DEER PARK UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"580107030000","DEER PARK UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",3,3
"580107030000","DEER PARK UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",2,2
"580107030008","JOHN F KENNEDY INTERMEDIATE SCHOOL",2013,"Grade 3 ELA",1,1
"580107030008","JOHN F KENNEDY INTERMEDIATE SCHOOL",2013,"Grade 4 ELA",4,4
"580107030008","JOHN F KENNEDY INTERMEDIATE SCHOOL",2013,"Grade 5 ELA",2,2
"580107030009","ROBERT FROST MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"580107030009","ROBERT FROST MIDDLE SCHOOL",2013,"Grade 7 ELA",3,3
"580107030009","ROBERT FROST MIDDLE SCHOOL",2013,"Grade 8 ELA",2,2
"580109020000","WYANDANCH UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",3,3
"580109020000","WYANDANCH UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",5,5
"580109020000","WYANDANCH UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",5,5
"580109020000","WYANDANCH UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",2,2
"580109020000","WYANDANCH UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",5,5
"580109020001","MARTIN LUTHER KING ELEMENTARY SCHOOL",2013,"Grade 3 ELA",3,3
"580109020001","MARTIN LUTHER KING ELEMENTARY SCHOOL",2013,"Grade 4 ELA",5,5
"580109020001","MARTIN LUTHER KING ELEMENTARY SCHOOL",2013,"Grade 5 ELA",5,5
"580109020004","MILTON L OLIVE MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"580109020004","MILTON L OLIVE MIDDLE SCHOOL",2013,"Grade 7 ELA",5,5
"580203020000","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"580203020000","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",1,2
"580203020000","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"580203020000","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",2,2
"580203020000","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",4,4
"580203020000","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",2,2
"580203020001","TERRYVILLE ROAD SCHOOL",2013,"Grade 3 ELA",1,1
"580203020001","TERRYVILLE ROAD SCHOOL",2013,"Grade 4 ELA",1,2
"580203020004","JOHN F KENNEDY MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"580203020004","JOHN F KENNEDY MIDDLE SCHOOL",2013,"Grade 7 ELA",4,4
"580203020004","JOHN F KENNEDY MIDDLE SCHOOL",2013,"Grade 8 ELA",2,2
"580203020007","BOYLE ROAD ELEMENTARY SCHOOL",2013,"Grade 5 ELA",2,2
"580205060000","SACHEM CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",6,6
"580205060000","SACHEM CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",2,2
"580205060000","SACHEM CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",3,3
"580205060000","SACHEM CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",2,2
"580205060000","SACHEM CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,2
"580205060000","SACHEM CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",2,2
"580205060001","GATELOT AVENUE SCHOOL",2013,"Grade 3 ELA",1,1
"580205060001","GATELOT AVENUE SCHOOL",2013,"Grade 4 ELA",1,1
"580205060001","GATELOT AVENUE SCHOOL",2013,"Grade 5 ELA",1,1
"580205060003","HIAWATHA SCHOOL",2013,"Grade 3 ELA",1,1
"580205060005","NOKOMIS SCHOOL",2013,"Grade 3 ELA",1,1
"580205060006","WAVERLY AVENUE SCHOOL",2013,"Grade 3 ELA",1,1
"580205060006","WAVERLY AVENUE SCHOOL",2013,"Grade 5 ELA",1,1
"580205060007","SAGAMORE MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"580205060007","SAGAMORE MIDDLE SCHOOL",2013,"Grade 7 ELA",1,2
"580205060007","SAGAMORE MIDDLE SCHOOL",2013,"Grade 8 ELA",2,2
"580205060013","CAYUGA SCHOOL",2013,"Grade 5 ELA",1,1
"580205060014","MERRIMAC SCHOOL",2013,"Grade 3 ELA",2,2
"580205060018","TAMARAC ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580206020000","PORT JEFFERSON UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",2,2
"580206020002","PORT JEFFERSON MIDDLE SCHOOL",2013,"Grade 8 ELA",2,2
"580207020000","MOUNT SINAI UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"580207020000","MOUNT SINAI UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"580207020001","MOUNT SINAI ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580207020002","MOUNT SINAI MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580209020000","ROCKY POINT UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",,1
"580209020001","JOSEPH A EDGAR IMTERMEDIATE SCHOOL",2013,"Grade 3 ELA",,1
"580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",2,2
"580211060005","OXHEAD ROAD SCHOOL",2013,"Grade 5 ELA",1,1
"580211060009","DAWNWOOD MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"580211060009","DAWNWOOD MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580211060009","DAWNWOOD MIDDLE SCHOOL",2013,"Grade 8 ELA",2,2
"580211060014","STAGECOACH SCHOOL",2013,"Grade 4 ELA",1,1
"580211060014","STAGECOACH SCHOOL",2013,"Grade 5 ELA",1,1
"580212060000","LONGWOOD CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,
"580212060000","LONGWOOD CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",4,4
"580212060000","LONGWOOD CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",4,4
"580212060000","LONGWOOD CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",5,5
"580212060000","LONGWOOD CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",4,4
"580212060001","C E WALTERS SCHOOL",2013,"Grade 3 ELA",1,
"580212060006","LONGWOOD JUNIOR HIGH SCHOOL",2013,"Grade 7 ELA",5,5
"580212060006","LONGWOOD JUNIOR HIGH SCHOOL",2013,"Grade 8 ELA",4,4
"580212060007","LONGWOOD MIDDLE SCHOOL",2013,"Grade 5 ELA",4,4
"580212060007","LONGWOOD MIDDLE SCHOOL",2013,"Grade 6 ELA",4,4
"580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",6,6
"580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",3,3
"580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",4,3
"580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",6,6
"580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",6,6
"580224030001","BARTON ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"580224030002","TREMONT ELEMENTARY SCHOOL",2013,"Grade 3 ELA",2,2
"580224030004","MEDFORD ELEMENTARY SCHOOL",2013,"Grade 3 ELA",3,3
"580224030004","MEDFORD ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580224030006","OREGON MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"580224030006","OREGON MIDDLE SCHOOL",2013,"Grade 7 ELA",2,2
"580224030006","OREGON MIDDLE SCHOOL",2013,"Grade 8 ELA",2,2
"580224030007","SOUTH OCEAN MIDDLE SCHOOL",2013,"Grade 6 ELA",1,
"580224030007","SOUTH OCEAN MIDDLE SCHOOL",2013,"Grade 7 ELA",2,2
"580224030007","SOUTH OCEAN MIDDLE SCHOOL",2013,"Grade 8 ELA",3,3
"580224030009","EAGLE ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580224030010","CANAAN ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580224030011","SAXTON MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"580224030011","SAXTON MIDDLE SCHOOL",2013,"Grade 7 ELA",2,2
"580224030011","SAXTON MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"580232030000","WILLIAM FLOYD UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",,1
"580232030000","WILLIAM FLOYD UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"580232030004","WILLIAM FLOYD ELEMENTARY SCHOOL",2013,"Grade 3 ELA",,1
"580232030004","WILLIAM FLOYD ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"580232030008","JOHN S HOBART ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"580233020000","CENTER MORICHES UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"580233020000","CENTER MORICHES UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580233020003","CLAYTON HUEY ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"580233020003","CLAYTON HUEY ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"580235060000","SOUTH COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",4,4
"580235060000","SOUTH COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",2,2
"580235060000","SOUTH COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"580235060000","SOUTH COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"580235060000","SOUTH COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"580235060000","SOUTH COUNTRY CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",4,4
"580235060003","BROOKHAVEN ELEMENTARY SCHOOL",2013,"Grade 3 ELA",4,4
"580235060004","BELLPORT MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"580235060004","BELLPORT MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580235060004","BELLPORT MIDDLE SCHOOL",2013,"Grade 8 ELA",4,4
"580235060005","FRANK P LONG INTERMEDIATE SCHOOL",2013,"Grade 4 ELA",2,2
"580235060005","FRANK P LONG INTERMEDIATE SCHOOL",2013,"Grade 5 ELA",2,2
"580301020000","EAST HAMPTON UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",2,2
"580301020000","EAST HAMPTON UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"580301020000","EAST HAMPTON UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"580301020000","EAST HAMPTON UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"580301020001","JOHN M MARSHALL ELEMENTARY SCHOOL",2013,"Grade 3 ELA",2,2
"580301020003","EAST HAMPTON MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"580301020003","EAST HAMPTON MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580301020003","EAST HAMPTON MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"580304020000","SPRINGS UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"580304020000","SPRINGS UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"580304020000","SPRINGS UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580304020000","SPRINGS UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",2,2
"580304020001","SPRINGS SCHOOL",2013,"Grade 3 ELA",1,1
"580304020001","SPRINGS SCHOOL",2013,"Grade 4 ELA",1,1
"580304020001","SPRINGS SCHOOL",2013,"Grade 5 ELA",1,1
"580304020001","SPRINGS SCHOOL",2013,"Grade 8 ELA",2,2
"580305020000","SAG HARBOR UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"580305020000","SAG HARBOR UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580305020001","SAG HARBOR ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580305020001","SAG HARBOR ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"580401020000","ELWOOD UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580401020000","ELWOOD UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",2,2
"580401020000","ELWOOD UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"580401020001","JAMES H BOYD ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"580401020005","ELWOOD MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"580401020005","ELWOOD MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"580402060000","COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,
"580402060004","COLD SPRING HARBOR HIGH SCHOOL",2013,"Grade 8 ELA",1,
"580403030000","HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",4,4
"580403030000","HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",4,4
"580403030000","HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"580403030000","HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",5,5
"580403030000","HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",3,3
"580403030000","HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"580403030002","SOUTHDOWN SCHOOL",2013,"Grade 4 ELA",1,1
"580403030004","FLOWER HILL SCHOOL",2013,"Grade 3 ELA",1,1
"580403030004","FLOWER HILL SCHOOL",2013,"Grade 4 ELA",2,2
"580403030005","JEFFERSON SCHOOL",2013,"Grade 4 ELA",1,1
"580403030009","WASHINGTON SCHOOL",2013,"Grade 3 ELA",3,3
"580403030014","J TAYLOR FINLEY MIDDLE SCHOOL",2013,"Grade 7 ELA",3,3
"580403030014","J TAYLOR FINLEY MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"580403030017","WOODHULL INTERMEDIATE SCHOOL",2013,"Grade 5 ELA",2,2
"580403030017","WOODHULL INTERMEDIATE SCHOOL",2013,"Grade 6 ELA",5,5
"580404030000","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"580404030000","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"580404030006","PULASKI ROAD SCHOOL",2013,"Grade 3 ELA",1,1
"580404030008","NORTHPORT MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580405060000","HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",3,3
"580405060000","HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",2,2
"580405060000","HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580405060000","HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"580405060000","HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"580405060001","OTSEGO ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"580405060001","OTSEGO ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"580405060002","FOREST PARK ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"580405060002","FOREST PARK ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580405060008","CANDLEWOOD MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"580405060013","SIGNAL HILL ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"580405060013","SIGNAL HILL ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"580405060014","WEST HOLLOW MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"580406060005","OLDFIELD MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580406060005","OLDFIELD MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",2,2
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"580410030019","COMMACK MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580410030020","BURR INTERMEDIATE SCHOOL",2013,"Grade 3 ELA",2,2
"580410030020","BURR INTERMEDIATE SCHOOL",2013,"Grade 5 ELA",1,1
"580413030000","SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",8,8
"580413030000","SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",4,5
"580413030000","SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",5,5
"580413030000","SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",5,5
"580413030000","SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",7,7
"580413030005","SILAS WOOD 6TH GRADE CENTER",2013,"Grade 6 ELA",5,5
"580413030008","BIRCHWOOD INTERMEDIATE SCHOOL",2013,"Grade 4 ELA",5,5
"580413030008","BIRCHWOOD INTERMEDIATE SCHOOL",2013,"Grade 5 ELA",3,4
"580413030012","MAPLEWOOD INTERMEDIATE SCHOOL",2013,"Grade 4 ELA",3,3
"580413030012","MAPLEWOOD INTERMEDIATE SCHOOL",2013,"Grade 5 ELA",1,1
"580413030013","HENRY L STIMSON MIDDLE SCHOOL",2013,"Grade 7 ELA",5,5
"580413030013","HENRY L STIMSON MIDDLE SCHOOL",2013,"Grade 8 ELA",7,7
"580501030000","BAY SHORE UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"580501030000","BAY SHORE UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"580501030000","BAY SHORE UNION FREE SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"580501030000","BAY SHORE UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",4,4
"580501030000","BAY SHORE UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",2,2
"580501030002","GARDINER MANOR SCHOOL",2013,"Grade 3 ELA",1,1
"580501030002","GARDINER MANOR SCHOOL",2013,"Grade 5 ELA",1,1
"580501030005","SOUTH COUNTRY SCHOOL",2013,"Grade 4 ELA",1,1
"580501030007","BAY SHORE MIDDLE SCHOOL",2013,"Grade 7 ELA",4,4
"580501030007","BAY SHORE MIDDLE SCHOOL",2013,"Grade 8 ELA",2,2
"580502020000","ISLIP UNION FREE SCHOOL DISTRICT",2013,"Grade 6 ELA",1,
"580502020000","ISLIP UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"580502020000","ISLIP UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"580502020004","ISLIP MIDDLE SCHOOL",2013,"Grade 6 ELA",1,
"580502020004","ISLIP MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"580502020004","ISLIP MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"580503030000","EAST ISLIP UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
