"DISTRICT_BEDS","DISTRICT_NAME","DISTRICT_NEEDS","PER_PUPIL_EXPENDITURE","DISTRICT_ID","HEDI"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3018496","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3018840","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3020738","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3021173","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3021207","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3022270","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3022500","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3022805","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3024504","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3025773","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3026774","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3026790","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3027757","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3030804","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3031794","Suppressed"
"010500010000","COHOES CITY SCHOOL DISTRICT","Urban-Suburban High Needs","High","3037625","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3000007","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3000701","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3000845","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3001073","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3001960","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3002527","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3002780","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3002984","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3003018","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3003043","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3003214","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3003461","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3003529","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3003765","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3004179","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3004825","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3005153","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3005237","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3005333","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3005886","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3005887","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3007051","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3007061","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3007522","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3007862","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3008125","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3008194","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3008358","Ineffective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3008533","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3008677","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3009454","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3009543","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3010120","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3010389","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3010796","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3010863","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3011711","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3011858","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3012283","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3012452","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3013074","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3013106","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3013610","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3013833","Ineffective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3014347","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3015105","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3015238","Ineffective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3015605","Ineffective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3015748","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3016179","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3016611","Ineffective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3017604","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3018384","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3018590","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3019268","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3019703","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3021134","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3021266","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3021682","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3022978","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3023009","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3025979","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3026573","Ineffective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3026580","Suppressed"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3027454","Ineffective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3027487","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3027661","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3027758","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3028596","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3028723","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3029652","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3031285","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3033282","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3034749","Effective"
"010601060000","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Average Needs","High","3041534","Effective"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3002587","Suppressed"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3006220","Suppressed"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3007382","Suppressed"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3007601","Suppressed"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3013357","Suppressed"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3015298","Suppressed"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3028679","Suppressed"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3031023","Suppressed"
"010615020000","MENANDS UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3039549","Suppressed"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3000028","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3001095","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3001152","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3001294","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3002474","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3003261","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3003729","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3003808","Suppressed"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3004767","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3005030","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3005234","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3005310","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3005736","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3006655","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3006945","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3007457","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3007627","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3010845","Suppressed"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3011245","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3011520","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3012704","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3013037","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3014993","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3016432","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3016484","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3016683","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3016787","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3016835","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3017306","Suppressed"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3017424","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3018368","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3018628","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3019209","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3019596","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3020317","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3021391","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3021507","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3022139","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3023582","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3024526","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3025556","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3026835","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3027080","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3027539","Suppressed"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3027759","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3029406","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3030167","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3030452","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3031280","Suppressed"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3031668","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3032022","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3032598","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3033141","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3035455","Suppressed"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3036150","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3037988","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3038026","Suppressed"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3038929","Effective"
"010623060000","NORTH COLONIE CSD","Low Needs","High","3040589","Suppressed"
"010701030000","GREEN ISLAND UNION FREE SCHOOL DISTRICT","Urban-Suburban High Needs","Medium","3000032","Suppressed"
"010701030000","GREEN ISLAND UNION FREE SCHOOL DISTRICT","Urban-Suburban High Needs","Medium","3011007","Suppressed"
"010701030000","GREEN ISLAND UNION FREE SCHOOL DISTRICT","Urban-Suburban High Needs","Medium","3016275","Suppressed"
"010701030000","GREEN ISLAND UNION FREE SCHOOL DISTRICT","Urban-Suburban High Needs","Medium","3016476","Suppressed"
"010701030000","GREEN ISLAND UNION FREE SCHOOL DISTRICT","Urban-Suburban High Needs","Medium","3019836","Suppressed"
"010701030000","GREEN ISLAND UNION FREE SCHOOL DISTRICT","Urban-Suburban High Needs","Medium","3039984","Suppressed"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3000040","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3001803","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3001907","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3004263","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3004578","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3004823","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3005086","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3005210","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3005228","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3005741","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3006176","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3006187","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3007736","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3008889","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3009609","Highly Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3009638","Highly Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3010380","Highly Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3010396","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3010584","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3010603","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3010974","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3011010","Highly Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3011815","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3012220","Highly Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3012313","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3012620","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3013460","Developing"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3013601","Highly Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3014040","Developing"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3015357","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3015491","Ineffective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3015798","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3016551","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3017108","Developing"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3017160","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3018119","Effective"
"010802060000","GUILDERLAND CENTRAL SCHOOL DISTRICT","Low Needs","High","3019317","Effective"
