"DISTRICT_BEDS","DISTRICT_NAME","DISTRICT_NEEDS","PER_PUPIL_EXPENDITURE","DISTRICT_ID","HEDI"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3008917","Suppressed"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3009162","Suppressed"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3009415","Ineffective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3011608","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3012682","Suppressed"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3013495","Suppressed"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3014504","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3015962","Ineffective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3016134","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3016735","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3017181","Ineffective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3018257","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3020230","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3022085","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3022182","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3023440","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3024208","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3026250","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3026532","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3027473","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3029347","Suppressed"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3030389","Ineffective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3033113","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3033312","Ineffective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3033582","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3034331","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3034811","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3035915","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3037283","Effective"
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Average Needs","Low","3040274","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3000635","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3001766","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3002185","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3002874","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3003782","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3006592","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3007086","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3008240","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3010027","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3010412","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3010724","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3012214","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3012240","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3012588","Suppressed"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3012719","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3013555","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3013729","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3015154","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3016928","Suppressed"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3017065","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3017410","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3019848","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3021638","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3022257","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3023126","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3023134","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3023341","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3023834","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3023975","Suppressed"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3025357","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3025605","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3025837","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3026067","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3028597","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3029341","Suppressed"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3030181","Suppressed"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3030238","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3030415","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3031380","Suppressed"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3031449","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3031627","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3032254","Suppressed"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3036769","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3037663","Effective"
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Low","3037944","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3000869","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3002201","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3002652","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3003488","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3005179","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3005593","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3006409","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3006556","Suppressed"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3008204","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3008432","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3008567","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3008996","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3010176","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3010581","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3010785","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3011802","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3011931","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3013050","Suppressed"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3013358","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3013603","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3016242","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3016300","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3018551","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3019438","Suppressed"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3021547","Suppressed"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3022854","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3022939","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3023310","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3023912","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3024001","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3024586","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3024880","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3025126","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3026391","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3026801","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3029072","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3029080","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3031371","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3034989","Suppressed"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3035968","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3038557","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3039415","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3039679","Effective"
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","Average Needs","Low","3039739","Suppressed"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3000373","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3000582","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3001396","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3004037","Developing"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3006710","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3006892","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3006901","Developing"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3007520","Ineffective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3009943","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3009976","Ineffective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3010924","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3013100","Ineffective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3014294","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3014600","Developing"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3015164","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3015551","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3015584","Developing"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3016067","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3016122","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3017281","Ineffective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3018053","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3018432","Developing"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3022532","Ineffective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3025198","Developing"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3029815","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3029955","Ineffective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3030407","Developing"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3031613","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3032789","Effective"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3035905","Developing"
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","Average Needs","Low","3039664","Effective"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3002101","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3003161","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3003297","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3004854","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3006000","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3006797","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3007278","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3007678","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3011635","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3012480","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3013914","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3015467","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3017817","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3017890","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3019662","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3020492","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3021395","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3021727","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3023004","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3024002","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3024214","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3024261","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3024321","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3025024","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3027256","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3028398","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3029825","Suppressed"
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","Low Needs","Medium","3030518","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3000643","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3003298","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3003672","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3006103","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3006533","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3008113","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3010636","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3011492","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3011545","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3011961","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3012346","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3013773","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3013978","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3014474","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3019180","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3021936","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3023109","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3024388","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3026440","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3029268","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3030135","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3030468","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3031106","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3031367","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3031666","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3032497","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3032576","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3032926","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3035870","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3037080","Suppressed"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3038278","Effective"
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Average Needs","Medium","3039023","Effective"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3003937","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3003959","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3006922","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3008142","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3012635","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3014125","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3014755","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3015080","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3017985","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3017986","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3020676","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3023779","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3024110","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3025917","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3026140","Suppressed"
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","Average Needs","Low","3031823","Suppressed"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3000466","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3001681","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3004676","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3004809","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3004911","Highly Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3006381","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3008251","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3008558","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3008707","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3010001","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3010158","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3011266","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3011412","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3011544","Suppressed"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3011740","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3013352","Highly Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3013614","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3014640","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3014825","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3015650","Suppressed"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3016353","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3017238","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3018065","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3018956","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3020266","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3021643","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3022437","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3023292","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3023403","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3023435","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3024710","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3024790","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3026219","Effective"
