"ENTITY_CD","ENTITY_NAME","YEAR","COHORT","COHORT_MEMBERS","NUM_GRADS_ADVDESDIP","PER_GRADS_ADVDESDIP","NUM_GRADS_CTE","PER_GRADS_CTE"
"280407030014","GREAT NECK SOUTH HIGH SCHOOL",2013,2008,335,287,"86",3,"01"
"280407030015","GREAT NECK NORTH HIGH SCHOOL",2013,2008,238,166,"70",0,"00"
"280407030016","VILLAGE SCHOOL",2013,2008,14,0,"00",0,"00"
"280409030000","HERRICKS UFSD",2013,2008,378,260,"69",1,"00"
"280409030008","HERRICKS HIGH SCHOOL",2013,2008,372,260,"70",1,"00"
"280410030000","MINEOLA UFSD",2013,2008,210,132,"63",0,"00"
"280410030006","MINEOLA HIGH SCHOOL",2013,2008,206,132,"64",0,"00"
"280411030000","CARLE PLACE UFSD",2013,2008,127,74,"58",7,"06"
"280411030003","CARLE PLACE MIDDLE SENIOR HIGH SCH",2013,2008,126,74,"59",7,"06"
"280501060000","NORTH SHORE CSD",2013,2008,230,138,"60",3,"01"
"280501060004","NORTH SHORE SENIOR HIGH SCHOOL",2013,2008,226,138,"61",3,"01"
"280502060000","SYOSSET CSD",2013,2008,549,434,"79",0,"00"
"280502060014","SYOSSET SENIOR HIGH SCHOOL",2013,2008,541,434,"80",0,"00"
"280503060000","LOCUST VALLEY CSD",2013,2008,188,137,"73",0,"00"
"280503060003","LOCUST VALLEY HIGH SCHOOL",2013,2008,179,137,"77",0,"00"
"280504060000","PLAINVIEW-OLD BETHPAGE CSD",2013,2008,384,267,"70",0,"00"
"280504060010","PLAINVIEW-OLD BETHPAGE/JFK HS",2013,2008,376,266,"71",0,"00"
"280506060000","OYSTER BAY-EAST NORWICH CSD",2013,2008,115,61,"53",0,"00"
"280506060002","OYSTER BAY HIGH SCHOOL",2013,2008,110,61,"55",0,"00"
"280515030000","JERICHO UFSD",2013,2008,295,246,"83",1,"00"
"280515030005","JERICHO SENIOR HIGH SCHOOL",2013,2008,284,242,"85",1,"00"
"280517030000","HICKSVILLE UFSD",2013,2008,455,177,"39",0,"00"
"280517030010","HICKSVILLE HIGH SCHOOL",2013,2008,446,177,"40",0,"00"
"280518030000","PLAINEDGE UFSD",2013,2008,275,155,"56",4,"01"
"280518030009","PLAINEDGE SENIOR HIGH SCHOOL",2013,2008,268,155,"58",4,"01"
"280521030000","BETHPAGE UFSD",2013,2008,267,173,"65",12,"04"
"280521030006","BETHPAGE SENIOR HIGH SCHOOL",2013,2008,261,173,"66",12,"05"
"280522030000","FARMINGDALE UFSD",2013,2008,464,193,"42",12,"03"
"280522030009","FARMINGDALE SENIOR HIGH SCHOOL",2013,2008,447,193,"43",12,"03"
"280523030000","MASSAPEQUA UFSD",2013,2008,633,404,"64",15,"02"
"280523030011","MASSAPEQUA HIGH SCHOOL",2013,2008,616,403,"65",15,"02"
"310100010000","NYC GEOG DIST # 1 - MANHATTAN",2013,2008,1127,187,"17",1,"00"
"310100010332","UNIV NEIGHBORHOOD MIDDLE SCHOOL",2013,2008,1,0,"00",0,"00"
"310100011292","HENRY STREET SCHOOL",2013,2008,70,0,"00",0,"00"
"310100011448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2013,2008,120,10,"08",0,"00"
"310100011450","EAST SIDE COMMUNITY SCHOOL",2013,2008,88,0,"00",0,"00"
"310100011458","FORSYTHE SATELLITE ACADEMY",2013,2008,102,0,"00",0,"00"
"310100011509","MARTA VALLE HIGH SCHOOL",2013,2008,82,16,"20",0,"00"
"310100011515","LOWER EAST SIDE PREP HIGH SCHOOL",2013,2008,183,59,"32",1,"01"
"310100011539","NEW EXPLORATIONS SCI, TECH & MATH",2013,2008,161,102,"63",0,"00"
"310100011650","CASCADES HIGH SCHOOL",2013,2008,122,0,"00",0,"00"
"310100011696","BARD HIGH SCHOOL EARLY COLLEGE",2013,2008,146,0,"00",0,"00"
"310200010000","NYC GEOG DIST # 2 - MANHATTAN",2013,2008,9681,1859,"19",534,"06"
"310200010047","AMERICAN SIGN LANG & ENG SECONDAR",2013,2008,36,0,"00",0,"00"
"310200010412","NYC LAB HS-COLLABORATIVE STUDIES",2013,2008,131,52,"40",0,"00"
"310200010413","SCHOOL OF THE FUTURE HIGH SCHOOL",2013,2008,77,0,"00",0,"00"
"310200010414","NYC MUSEUM SCHOOL",2013,2008,103,54,"52",0,"00"
"310200010416","ELEANOR ROOSEVELT HIGH SCHOOL",2013,2008,137,114,"83",0,"00"
"310200010418","MILLENNIUM HIGH SCHOOL",2013,2008,148,63,"43",0,"00"
"310200011288","FOOD & FINANCE HIGH SCHOOL",2013,2008,97,1,"01",23,"24"
"310200011294","ESSEX STREET ACADEMY",2013,2008,85,0,"00",0,"00"
"310200011296","HIGH SCHOOL OF HOSPITALITY MGMNT",2013,2008,97,0,"00",0,"00"
"310200011298","PACE HIGH SCHOOL",2013,2008,99,10,"10",0,"00"
"310200011300","URBAN ASSMBLY SCH-DESIGN & CONST",2013,2008,83,0,"00",0,"00"
"310200011303","FACING HISTORY SCHOOL (THE)",2013,2008,114,26,"23",0,"00"
"310200011305","URBAN ACADEMY-GOV'T & LAW",2013,2008,60,1,"02",0,"00"
"310200011308","LOWER MANHATTAN ARTS ACADEMY",2013,2008,60,2,"03",0,"00"
"310200011313","JAMES BALDWIN SCHOOL (THE)",2013,2008,115,0,"00",0,"00"
"310200011316","URBAN SCH-BUSINESS-YNG WOMEN",2013,2008,61,1,"02",0,"00"
"310200011374","GRAMERCY ARTS HIGH SCHOOL",2013,2008,95,0,"00",0,"00"
"310200011376","NYC ISCHOOL",2013,2008,99,0,"00",0,"00"
"310200011392","MANHATTAN BUSINESS ACADEMY",2013,2008,1,0,"00",0,"00"
"310200011394","EMMA LAZARUS HIGH SCHOOL",2013,2008,134,52,"39",0,"00"
"310200011399","HIGH SCHOOL-LANGUAGE AND DIPLOMACY",2013,2008,1,0,"00",0,"00"
"310200011400","HS FOR ENVIRONMENTAL STUDIES",2013,2008,344,93,"27",0,"00"
"310200011407","INST FOR COLLABORATIVE EDUCATION",2013,2008,65,0,"00",0,"00"
"310200011408","PROFESSIONAL PERF ARTS HIGH SCHOOL",2013,2008,105,2,"02",0,"00"
"310200011411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",2013,2008,96,43,"45",0,"00"
"310200011419","LANDMARK HIGH SCHOOL",2013,2008,111,0,"00",0,"00"
"310200011420","HS-HEALTH PROFESSIONS & HUMAN SVCS",2013,2008,407,87,"21",0,"00"
"310200011425","LEADERSHIP & PUBLIC SERVICE HIGH SCH",2013,2008,155,10,"06",0,"00"
"310200011429","LEGACY SCHOOL FOR INTEGRATED STUDIES",2013,2008,86,0,"00",0,"00"
"310200011438","INTERNATIONAL HS AT UNION SQUARE",2013,2008,1,0,"00",0,"00"
"310200011439","MANHATTAN VILLAGE ACADEMY",2013,2008,100,70,"70",0,"00"
"310200011449","VANGUARD HIGH SCHOOL",2013,2008,90,0,"00",0,"00"
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",2013,2008,66,0,"00",0,"00"
"310200011460","WASHINGTON IRVING HIGH SCHOOL",2013,2008,348,4,"01",0,"00"
"310200011475","STUYVESANT HIGH SCHOOL",2013,2008,810,791,"98",0,"00"
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",2013,2008,206,31,"15",0,"00"
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",2013,2008,69,0,"00",0,"00"
"310200011519","TALENT UNLIMITED HIGH SCHOOL",2013,2008,91,38,"42",16,"18"
"310200011520","MURRY BERGTRAUM HS FOR BUS CAR",2013,2008,560,18,"03",0,"00"
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCH",2013,2008,203,25,"12",0,"00"
"310200011531","REPERTORY COMPANY HS FOR THEATRE ART",2013,2008,46,2,"04",0,"00"
"310200011542","MANHATTAN BRIDGES HIGH SCHOOL",2013,2008,102,37,"36",0,"00"
"310200011543","NEW DESIGN HIGH SCHOOL",2013,2008,91,0,"00",0,"00"
"310200011544","INDEPENDENCE HIGH SCHOOL",2013,2008,217,1,"00",0,"00"
"310200011545","HS-DUAL LANGUAGE & ASIAN STUDIES",2013,2008,80,56,"70",0,"00"
"310200011550","LIBERTY HIGH SCH ACAD-NEWCOMERS",2013,2008,84,4,"05",0,"00"
"310200011551","URBAN ASSEMBLY NY HARBOR SCHOOL",2013,2008,86,14,"16",0,"00"
"310200011560","HS 560 CITY-AS-SCHOOL",2013,2008,265,0,"00",0,"00"
"310200011565","URBAN ACAD LABORATORY HIGH SCHOOL",2013,2008,51,0,"00",0,"00"
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2013,2008,124,0,"00",0,"00"
"310200011575","MANHATTAN COMP NIGHT AND DAY HS",2013,2008,355,31,"09",0,"00"
"310200011580","RICHARD R GREEN HS OF TEACHING",2013,2008,125,10,"08",0,"00"
"310200011586","HARVEY MILK HIGH SCHOOL",2013,2008,32,0,"00",0,"00"
"310200011600","HIGH SCH OF FASHION INDUSTRIES (THE)",2013,2008,389,50,"13",176,"45"
"310200011605","HUMANITIES PREP ACADEMY",2013,2008,47,0,"00",0,"00"
"310200011615","CHELSEA CAREER AND TECH ED HS",2013,2008,133,17,"13",49,"37"
"310200011620","NORMAN THOMAS HIGH SCHOOL",2013,2008,516,2,"00",133,"26"
"310200011625","HS OF GRAPHIC COMMUNICATION ARTS",2013,2008,423,0,"00",0,"00"
"310200011630","ART AND DESIGN HIGH SCHOOL",2013,2008,331,36,"11",137,"41"
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",2013,2008,118,11,"09",0,"00"
"310200860819","JOHN V LINDSAY WILDCAT ACAD CHARTER",2013,2008,199,0,"00",0,"00"
"310200860992","BROOME ST ACADEMY CHARTER HIGH SCHOO",2013,2008,6,0,"00",0,"00"
"310300010000","NYC GEOG DIST # 3 - MANHATTAN",2013,2008,2301,465,"20",0,"00"
"310300011283","MANHATTAN THEATRE LAB HIGH SCHOOL",2013,2008,74,0,"00",0,"00"
"310300011299","HIGH SCH-ARTS IMAGNTN & INQUIRY",2013,2008,82,1,"01",0,"00"
"310300011307","URBAN ASSMBLY SCH-MEDIA STUDIES",2013,2008,82,2,"02",0,"00"
"310300011402","URBAN ASSEMBLY FOR GREEN CAREERS",2013,2008,1,0,"00",0,"00"
"310300011403","GLOBAL LEARNING COLLABORATIVE (THE)",2013,2008,4,0,"00",0,"00"
"310300011404","INNOVATION DIPLOMA PLUS",2013,2008,94,0,"00",0,"00"
"310300011415","WADLEIGH PERF AND VISUAL ARTS",2013,2008,83,1,"01",0,"00"
"310300011479","BEACON HIGH SCHOOL",2013,2008,279,0,"00",0,"00"
"310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL",2013,2008,553,402,"73",0,"00"
"310300011492","HS FOR LAW ADVCY & COMM JUST",2013,2008,103,10,"10",0,"00"
"310300011494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",2013,2008,135,1,"01",0,"00"
"310300011505","EDWARD A REYNOLDS WEST SIDE HS",2013,2008,265,1,"00",0,"00"
"310300011541","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",2013,2008,109,24,"22",0,"00"
"310300011860","FREDERICK DOUGLASS ACADEMY II",2013,2008,61,1,"02",0,"00"
"310300860871","OPPORTUNITY CHARTER SCHOOL",2013,2008,53,0,"00",0,"00"
"310400010000","NYC GEOG DIST # 4 - MANHATTAN",2013,2008,1009,233,"23",0,"00"
"310400010045","MS 45/STARS PREP ACADEMY",2013,2008,1,0,"00",0,"00"
"310400011409","COALITION SCHOOL FOR SOCIAL CHANGE",2013,2008,110,0,"00",0,"00"
"310400011435","MANHATTAN CENTER-SCIENCE & MATH",2013,2008,408,207,"51",0,"00"
"310400011495","PARK EAST HIGH SCHOOL",2013,2008,77,5,"06",0,"00"
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",2013,2008,89,7,"08",0,"00"
"310400011610","YOUNG WOMEN'S LEADERSHIP SCHOOL",2013,2008,66,14,"21",0,"00"
"310400011635","ACADEMY OF ENVIRONMENTAL SCIENCE",2013,2008,100,0,"00",0,"00"
"310400011680","HERITAGE SCHOOL (THE)",2013,2008,58,0,"00",0,"00"
"310400860968","RENAISSANCE CHARTER HS-INNOVATION",2013,2008,1,0,"00",0,"00"
"310500010000","NYC GEOG DIST # 5 - MANHATTAN",2013,2008,1028,160,"16",0,"00"
"310500010195","IS 195 ROBERTO CLEMENTE",2013,2008,1,0,"00",0,"00"
"310500011285","HARLEM RENAISSANCE HIGH SCHOOL",2013,2008,102,0,"00",0,"00"
"310500011304","MOTT HALL HIGH SCHOOL",2013,2008,91,5,"05",0,"00"
"310500011367","ACADEMY FOR SOCIAL ACTION",2013,2008,52,0,"00",0,"00"
"310500011369","URBAN ASSEMBLY FOR THE PERFORM ARTS",2013,2008,51,0,"00",0,"00"
"310500011469","CHOIR ACADEMY OF HARLEM",2013,2008,44,0,"00",0,"00"
"310500011499","FREDERICK DOUGLASS ACADEMY",2013,2008,260,67,"26",0,"00"
"310500011670","THURGOOD MARSHALL ACAD FOR LEARNING",2013,2008,76,1,"01",0,"00"
"310500011685","BREAD & ROSES INTEGRATED ARTS HS",2013,2008,134,0,"00",0,"00"
"310500011692","HS MATH SCI & ENGNRNG AT CCNY",2013,2008,99,87,"88",0,"00"
"310500860848","HARLEM VILLAGE ACAD CHARTER",2013,2008,24,3,"13",0,"00"
"310500860858","KIPP STAR COLLEGE PREP CHARTER",2013,2008,1,0,"00",0,"00"
"310500860864","HARLEM CHILDREN'S ZONE PROMISE",2013,2008,63,15,"24",0,"00"
"310500860894","DEMOCRACY PREP CHARTER SCHOOL",2013,2008,1,0,"00",0,"00"
"310600010000","NYC GEOG DIST # 6 - MANHATTAN",2013,2008,1322,116,"09",0,"00"
"310600010052","JHS 52 INWOOD",2013,2008,1,0,"00",0,"00"
"310600011293","CITY COLLEGE ACADEMY OF THE ARTS",2013,2008,55,15,"27",0,"00"
"310600011346","COMMUNITY HEALTH ACAD OF THE HEIGHTS",2013,2008,64,2,"03",0,"00"
"310600011348","WASHINGTON HGTS EXPEDITIONARY LEARN",2013,2008,84,9,"11",0,"00"
"310600011423","HIGH SCH-EXCELLENCE AND INNOVATION",2013,2008,1,0,"00",0,"00"
"310600011462","COLLEGE ACADEMY (THE)",2013,2008,176,0,"00",0,"00"
"310600011463","HIGH SCHOOL-MEDIA & COMMUNICATIONS",2013,2008,137,11,"08",0,"00"
"310600011467","HIGH SCHOOL-LAW & PUBLIC SERVICE",2013,2008,139,7,"05",0,"00"
"310600011468","HIGH SCHOOL-HEALTH CAREERS & SCIES",2013,2008,169,7,"04",0,"00"
"310600011540","A PHILIP RANDOLPH CAMPUS HIGH SCHOOL",2013,2008,305,58,"19",0,"00"
"310600011552","GREGORIO LUPERON HS-SCI & MATH",2013,2008,89,7,"08",0,"00"
"310600860887","NEW HEIGHTS ACADEMY CHARTER SCHOOL",2013,2008,98,0,"00",0,"00"
"320700010000","NYC GEOG DIST # 7 - BRONX",2013,2008,1886,54,"03",141,"07"
"320700010162","JHS 162 LOLA RODRIGUEZ DE TIO",2013,2008,1,0,"00",0,"00"
"320700011221","SOUTH BRONX PREPARATORY",2013,2008,72,3,"04",0,"00"
"320700011321","CROTONA ACADEMY HIGH SCHOOL",2013,2008,51,0,"00",0,"00"
"320700011334","INTERNATIONAL COMMUNITY HIGH SCHOOL",2013,2008,90,0,"00",0,"00"
"320700011379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",2013,2008,89,0,"00",0,"00"
"320700011381","BRONX HAVEN HIGH SCHOOL",2013,2008,62,0,"00",0,"00"
"320700011427","COMMUNITY SCHOOL-SOCIAL JUSTICE",2013,2008,79,0,"00",0,"00"
"320700011473","MOTT HAVEN VILLAGE PREP HIGH SCHOOL",2013,2008,80,0,"00",0,"00"
"320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",2013,2008,108,0,"00",0,"00"
"320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2013,2008,83,23,"28",0,"00"
"320700011520","FOREIGN LANG ACAD OF GLOBAL STUDIES",2013,2008,105,3,"03",0,"00"
"320700011527","BRONX LEADERSHIP ACAD II HIGH SCHOOL",2013,2008,106,5,"05",0,"00"
"320700011547","NEW EXPLORERS HIGH SCHOOL",2013,2008,85,0,"00",0,"00"
"320700011548","URBAN ASSEMBLY SCHOOL CAR IN SPORTS",2013,2008,84,1,"01",0,"00"
"320700011551","URBAN ASSEMBLY BRONX OF LETTERS",2013,2008,63,1,"02",0,"00"
"320700011600","ALFRED E SMITH CAREER-TECH HIGH SCH",2013,2008,253,4,"02",83,"33"
"320700011655","SAMUEL GOMPERS CAREER/TECH ED HS",2013,2008,214,9,"04",58,"27"
"320700011670","HEALTH OPPORTUNITIES HIGH SCHOOL",2013,2008,145,5,"03",0,"00"
"320700860820","KIPP ACADEMY CHARTER SCHOOL",2013,2008,1,0,"00",0,"00"
"320700860920","GREEN DOT NY CHARTER SCHOOL",2013,2008,103,22,"21",0,"00"
"320700860926","NYC CHARTER HS - AECI",2013,2008,101,0,"00",0,"00"
"320800010000","NYC GEOG DIST # 8 - BRONX",2013,2008,2603,117,"04",18,"01"
"320800010312","MILLENIUM ART ACADEMY",2013,2008,136,1,"01",0,"00"
"320800011269","BRONX STUDIO SCHOOL-WRITERS-ARTISTS",2013,2008,3,0,"00",0,"00"
"320800011282","WOMEN'S ACADEMY OF EXCELLENCE",2013,2008,67,5,"07",0,"00"
"320800011293","RENAISSANCE HIGH SCHOOL-MTT",2013,2008,122,6,"05",0,"00"
"320800011295","GATEWAY SCHOOL-ENVIR AND TECH",2013,2008,152,3,"02",0,"00"
"320800011305","PABLO NERUDA ACADEMY",2013,2008,110,0,"00",0,"00"
"320800011332","HOLCOMBE L RUCKER SCHOOL OF COMMUNIT",2013,2008,89,0,"00",0,"00"
"320800011377","BRONX COMMUNITY HIGH SCHOOL",2013,2008,99,1,"01",0,"00"
"320800011405","HERBERT H LEHMAN HIGH SCHOOL",2013,2008,932,99,"11",0,"00"
"320800011452","BRONX GUILD HIGH SCHOOL",2013,2008,61,0,"00",0,"00"
"320800011519","F R DE GAUTIER INST-LAW & POLICY",2013,2008,116,2,"02",0,"00"
"320800011530","BANANA KELLY HIGH SCHOOL",2013,2008,117,0,"00",0,"00"
"320800011537","BRONX ARENA HIGH SCHOOL",2013,2008,48,0,"00",0,"00"
"320800011540","SCH-COMMUNITY RESEARCH & LEARNING",2013,2008,79,0,"00",0,"00"
"320800011560","BRONX ACADEMY HIGH SCHOOL",2013,2008,76,0,"00",0,"00"
"320800011650","JANE ADDAMS HS FOR ACADEMIC CAREERS",2013,2008,226,0,"00",18,"08"
"320800860903","HYDE LEADERSHIP CHARTER SCHOOL",2013,2008,1,0,"00",0,"00"
"320900010000","NYC GEOG DIST # 9 - BRONX",2013,2008,2119,130,"06",0,"00"
"320900011227","BRONX COLLEGIATE ACADEMY",2013,2008,91,4,"04",0,"00"
"320900011231","EAGLE ACADEMY FOR YOUNG MEN",2013,2008,107,6,"06",0,"00"
"320900011239","URBAN ASSMBLY ACADEMY-HIST",2013,2008,61,0,"00",0,"00"
"320900011241","URBAN ASSMBLY SCHOOL-APPL MATH",2013,2008,87,17,"20",0,"00"
"320900011250","EXIMIUS COLL PREP ACADEMY",2013,2008,68,4,"06",0,"00"
"320900011252","MOTT HALL BRONX HIGH SCHOOL",2013,2008,84,2,"02",0,"00"
"320900011260","BRONX CENTER FOR SCI & MATH",2013,2008,101,45,"45",0,"00"
"320900011263","VALIDUS PREP ACADEMY",2013,2008,102,0,"00",0,"00"
"320900011276","LEADERSHIP INSTITUTE",2013,2008,67,1,"01",0,"00"
"320900011297","MORRIS ACADEMY FOR COLLA STUDIES",2013,2008,102,1,"01",0,"00"
"320900011329","DREAMYARD PREPARATORY SCHOOL",2013,2008,91,2,"02",0,"00"
"320900011365","ACADEMY FOR LANGUAGE AND TECHNOLOGY",2013,2008,84,7,"08",0,"00"
"320900011403","BRONX INTERNATIONAL HIGH SCHOOL",2013,2008,83,0,"00",0,"00"
"320900011404","SCHOOL FOR EXCELLENCE",2013,2008,110,0,"00",0,"00"
"320900011412","BRONX HIGH SCHOOL OF BUSINESS",2013,2008,105,7,"07",0,"00"
"320900011413","BRONX HIGH SCHOOL FOR MEDICAL SCIE",2013,2008,66,9,"14",0,"00"
"320900011414","J LEVIN HIGH SCHOOL-MEDIA & COMMUN",2013,2008,94,2,"02",0,"00"
"320900011505","BRONX SCHOOL FOR LAW, GOV, JUSTICE",2013,2008,105,6,"06",0,"00"
"320900011517","FREDERICK DOUGLASS ACAD III",2013,2008,79,0,"00",0,"00"
"320900011525","BRONX LEADERSHIP ACAD HIGH SCHOOL",2013,2008,187,17,"09",0,"00"
"320900011543","HIGH SCHOOL FOR VIOLIN AND DANCE",2013,2008,49,0,"00",0,"00"
"320900860807","BRONX PREP CHARTER SCHOOL",2013,2008,70,0,"00",0,"00"
"321000010000","NYC GEOG DIST #10 - BRONX",2013,2008,4963,1083,"22",20,"00"
"321000010225","THEATRE ARTS PROD COMPANY SCHOOL",2013,2008,60,3,"05",0,"00"
"321000010244","NEW SCHOOL-LEADERSHIP & JOURNAL",2013,2008,1,0,"00",0,"00"
"321000010368","IN-TECH ACADEMY (MS/HS 368)",2013,2008,124,7,"06",0,"00"
"321000010390","MS 390",2013,2008,1,0,"00",0,"00"
"321000011141","RIVERDALE/KINGSBRIDGE (MS/HS 141)",2013,2008,150,15,"10",0,"00"
"321000011213","BRONX ENG & TECH ACADEMY",2013,2008,112,10,"09",0,"00"
"321000011237","MARIE CURIE HIGH SCHOOL-NURSING",2013,2008,97,2,"02",0,"00"
"321000011243","WEST BRONX ACAD FOR THE FUTURE",2013,2008,70,1,"01",0,"00"
"321000011268","KINGSBRIDGE INTNL HIGH SCHOOL",2013,2008,114,17,"15",0,"00"
"321000011284","BRONX SCHOOL OF LAW & FINANCE",2013,2008,101,1,"01",0,"00"
"321000011319","PULSE HIGH SCHOOL",2013,2008,101,0,"00",0,"00"
"321000011342","INTERNATIONAL SCHOOL FOR LIBERAL ART",2013,2008,120,6,"05",0,"00"
"321000011374","KNOWLEDGE, POWER PREP ACAD INTER HS",2013,2008,84,8,"10",0,"00"
"321000011397","ENGLISH LANGUAGE LEARNERS-INTER SUPP",2013,2008,76,0,"00",0,"00"
"321000011433","HS FOR TEACHING AND PROFESSIONS",2013,2008,136,2,"01",0,"00"
"321000011434","BELMONT PREPARATORY HIGH SCHOOL",2013,2008,99,14,"14",0,"00"
"321000011437","FORDHAM HIGH SCHOOL FOR THE ARTS",2013,2008,90,10,"11",1,"01"
"321000011438","FORDHAM LEADERSHIP-BUS/TECH",2013,2008,116,0,"00",0,"00"
"321000011439","BRONX HIGH SCHOOL-LAW & COMM SVC",2013,2008,115,0,"00",0,"00"
"321000011440","DEWITT CLINTON HIGH SCHOOL",2013,2008,1091,108,"10",0,"00"
"321000011442","CELIA CRUZ BRONX HS OF MUSIC (THE)",2013,2008,90,7,"08",0,"00"
"321000011445","BRONX HIGH SCHOOL OF SCIENCE",2013,2008,727,722,"99",0,"00"
"321000011475","JOHN F KENNEDY HIGH SCHOOL",2013,2008,325,6,"02",0,"00"
"321000011477","MARBLE HILL HS-INTRNTNL STUDIES",2013,2008,117,30,"26",0,"00"
"321000011546","BRONX THEATRE HIGH SCHOOL",2013,2008,93,3,"03",0,"00"
"321000011549","DISCOVERY HIGH SCHOOL",2013,2008,107,31,"29",0,"00"
"321000011660","GRACE H DODGE CAREER AND TECH HS",2013,2008,334,4,"01",19,"06"
"321000011696","HS AMER STUDIES AT LEHMAN COLL",2013,2008,89,76,"85",0,"00"
"321000860904","INTERNATIONAL LEADERSHIP CHARTER SCH",2013,2008,63,0,"00",0,"00"
"321100010000","NYC GEOG DIST #11 - BRONX",2013,2008,2478,137,"06",90,"04"
"321100010142","MS 142 JOHN PHILIP SOUSA",2013,2008,1,0,"00",0,"00"
"321100010144","JHS 144 MICHELANGELO",2013,2008,1,0,"00",0,"00"
"321100011249","BRONX HEALTH SCIENCES HIGH SCHOOL",2013,2008,70,7,"10",0,"00"
"321100011253","BRONX HIGH SCH-WRITING & COMM ARTS",2013,2008,94,2,"02",0,"00"
"321100011265","BRONX LAB SCHOOL",2013,2008,109,0,"00",0,"00"
"321100011270","ACAD-SCHOLARSHIP & ENTREPRENEURSHIP",2013,2008,73,5,"07",0,"00"
"321100011275","HIGH SCHOOL-COMPUTERS & TECHNOLOGY",2013,2008,116,12,"10",89,"77"
"321100011288","COLLEGIATE INST FOR MATH & SCI",2013,2008,105,42,"40",0,"00"
"321100011290","BRONX ACADEMY OF HEALTH CAREERS",2013,2008,113,5,"04",0,"00"
"321100011299","ASTOR COLLEGIATE ACADEMY",2013,2008,109,0,"00",0,"00"
"321100011415","CHRISTOPHER COLUMBUS HIGH SCHOOL",2013,2008,318,1,"00",0,"00"
"321100011418","BRONX HIGH SCHOOL FOR THE VISUAL ART",2013,2008,110,3,"03",0,"00"
"321100011455","HARRY S TRUMAN HIGH SCHOOL",2013,2008,467,23,"05",0,"00"
"321100011513","NEW WORLD HIGH SCHOOL",2013,2008,73,8,"11",0,"00"
"321100011514","BRONXWOOD PREP ACADEMY (THE)",2013,2008,98,0,"00",0,"00"
"321100011541","GLOBAL ENTERPRISE HIGH SCHOOL",2013,2008,109,7,"06",0,"00"
"321100011542","PELHAM PREPARATORY ACADEMY",2013,2008,93,15,"16",0,"00"
"321100011544","HIGH SCHOOL OF CONTEMPORARY ARTS",2013,2008,110,0,"00",0,"00"
"321100011545","BRONX AEROSPACE HIGH SCHOOL",2013,2008,90,7,"08",1,"01"
"321200010000","NYC GEOG DIST #12 - BRONX",2013,2008,1548,36,"02",0,"00"
"321200010098","JHS 98 HERMAN RIDDER",2013,2008,1,0,"00",0,"00"
"321200011245","NEW DAY ACADEMY",2013,2008,72,0,"00",0,"00"
"321200011248","METROPOLITAN HIGH SCHOOL (THE)",2013,2008,87,2,"02",0,"00"
"321200011251","EXPLORATIONS ACADEMY",2013,2008,112,2,"02",0,"00"
"321200011262","PERFORMANCE CONSERVATORY HS",2013,2008,86,0,"00",0,"00"
"321200011267","BRONX LATIN SCHOOL",2013,2008,50,14,"28",0,"00"
"321200011271","EAST BRONX ACADEMY FOR THE FUTURE",2013,2008,88,2,"02",0,"00"
"321200011278","PEACE AND DIVERSITY ACADEMY",2013,2008,77,1,"01",0,"00"
"321200011388","PAN AMERICAN INTERNATIONAL HS-MONROE",2013,2008,50,0,"00",0,"00"
"321200011446","ARTURO A SCHOMBURG SATTELLITE-BRONX",2013,2008,117,0,"00",0,"00"
"321200011479","BRONX CAREER AND COLLEGE PREP HS",2013,2008,2,0,"00",0,"00"
"321200011480","BRONX REGIONAL HIGH SCHOOL",2013,2008,158,0,"00",0,"00"
"321200011550","HIGH SCHOOL OF WORLD CULTURES",2013,2008,96,2,"02",0,"00"
"321200011682","FANNIE LOU HAMER FREEDOM HS",2013,2008,113,0,"00",0,"00"
"321200011684","WINGS ACADEMY",2013,2008,124,9,"07",0,"00"
"321200011690","MONROE ACAD FOR BUSINESS/LAW",2013,2008,95,4,"04",0,"00"
"321200011692","MONROE ACAD FOR VISUAL ARTS & DESIGN",2013,2008,103,0,"00",0,"00"
"331300010000","NYC GEOG DIST #13 - BROOKLYN",2013,2008,2819,1211,"43",47,"02"
"331300010265","DR SUSAN S MCKINNEY SEC SCH-ARTS",2013,2008,39,4,"10",0,"00"
"331300010571","MS 571",2013,2008,1,0,"00",0,"00"
"331300011350","URBAN ASSEMBLY SCH-MUSIC & ART",2013,2008,89,0,"00",0,"00"
